Link,Diện tích,Hướng ban công,Hướng nhà,Khoảng giá,Mặt tiền,Nội thất,Pháp lý,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Đường vào
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-50-xa-phong-phu-4/ban-view-song-thoang-mat-50-binh-chanh-gia-chi-4-8-ty-80m-lh-pr44155896,80 m²,,Đông,"4,8 tỷ",10 m,,Sổ đỏ/ Sổ hồng.,,,,12 m
https://batdongsan.com.vn/ban-dat-duong-11-1-phuong-truong-tho-2/ban-hem-xe-tai-100m2-full-6x17-cuc-dep-gia-dau-tu-7ty65-pr44323643,102 m²,,,"7,65 tỷ",6 m,,Sổ đỏ/ Sổ hồng.,,,,7 m
https://batdongsan.com.vn/ban-dat-duong-23-2-xa-tan-thong-hoi-1/chinhchu-can-ban-gap-nen-biet-thu-sieu-dep-so-23-cu-chi-cach-cho-viet-kieu-150m-pr43557606,1.103 m²,,,38 tỷ,"31,93 m",,Sổ đỏ/ Sổ hồng.,,,,12 m
https://batdongsan.com.vn/ban-dat-duong-truong-thi-kien-xa-thai-my/ngang-21-500m2-mat-tien-nhua-12m-le-do-cach-tl7-600m-21x25m-co-120m-tho-cu-pr43738910,500 m²,,Đông,6 tỷ,21 m,,Sổ đỏ/ Sổ hồng,,,,12 m
https://batdongsan.com.vn/ban-dat-duong-so-12-phuong-hiep-binh-chanh/200m2-mat-tien-12-gan-gigamall-thu-duc-shr-kdc-ng-da-gia-16-ty-pr44326945,200 m²,,,16 tỷ,10 m,,Sổ đỏ/ Sổ hồng.,,,,12 m
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-dau-phuong-6-13/khu-sang-hem-2-oto-bt-nh-9mx14-90m2-2-tang-tien-xay-moi-giam-1-ty-chi-12-8-ty-pr44326551,90 m²,,,"12,8 tỷ",,,Sổ đỏ/ Sổ hồng,,,2 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-4-85x17-5m-3-lau-hxh-p12-q10-gia-18ty-0906-366-pr43903589,"75,5 m²",,,18 tỷ,,,Sổ đỏ/ Sổ hồng,,,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-13-3/quan-6-hon-2-ty-nho-kho-tiem-ngang-5m-so-hong-ko-qh-ko-lo-gioi-pr44210729,14 m²,,,"2,45 tỷ",5 m,,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-nguyen-phuong-tan-dinh-2/khan-hiem-tien-ngay-p-q1-4-5-x-15m-cn-64-5m-6-g-100-trieu-thang-chi-26-9-ty-pr44266816,"65,45 m²",,,"26,9 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,8 phòng,9 phòng,6 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/ro-hang-chuyen-nhuong-cho-thue-moi-nhat-thang-10-tu-3-61-ty-full-phan-mo-ta-pr44323673,53 m²,,,"3,61 tỷ",,Cơ bản,Hợp đồng mua bán,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-21/chinh-chu-dang-ban-180-76a-binh-thanh-pr43807710,"50,91 m²",Bắc,Bắc,"4,95 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,2 tầng,4 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-van-dang-phuong-thanh-my-loi-prj-feliz-en-vista/duy-nhat-1-3pn-thap-d-somerset-110m2-tang-trung-gia-tot-12-2-ty-all-in-full-noi-that-pr44323333,110 m²,,,"12,2 tỷ",,Đầy đủ,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-luong-dinh-cua-phuong-binh-khanh-prj-paris-hoang-kim/thnh-ly-28-gio-hang-truc-tiep-chu-dau-tu-chiet-khau-8-tang-24-thang-phi-quan-ly-pr44222571,70 m²,Nam,Bắc,"6,18 tỷ",,Cơ bản,Đang chờ sổ,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-1-21/ch47m-day-du-tien-ich-da-co-so-con-vai-cuoi-truc-tiep-cdt-full-nt-pr44322348,47 m²,,,"1,9 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-14-8/sieu-dien-tich-khung-gia-beo-so-59-14-go-vap-dt-4-5x15-tret-2-lau-pr44251228,67 m²,,,"5,95 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,2 tầng,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-dinh-chieu-phuong-da-kao/ban-toa-van-phong-1-ham-10-tang-gia-179-ty-toa-van-phong-dep-nam-tai-vi-tri-dac-dia-pr44322075,160 m²,,,179 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,10 phòng,12 phòng,10 tầng,
https://batdongsan.com.vn/ban-dat-duong-so-22-phuong-linh-dong/ban-2-lo-hem-xe-tai-dt-100-m-5-x20-sat-mat-tien-gia-dau-tu-7-ti-tl-truc-tiep-chu-pr44321922,100 m²,,,7 tỷ,5 m,,Sổ đỏ/ Sổ hồng,,,,8 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/-can-gio-mo-ban-dot-1-song-lap-mat-bien-chi-tu-90-trieu-m-so-luong-gioi-han-pr44321903,250 m²,,,90 triệu/m²,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hong-bang-phuong-6-9-prj-d-homme/sieu-hot-cam-ket-gia-that-ban-t-70m2-2pn-2wc-gia-4-7-ty-lh-thao-pr43924123,70 m²,Tây - Bắc,Đông - Nam,"5,1 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thien-thanh-phuong-thu-thiem-prj-the-galleria-residence/ro-hang-da-dang-cac-1pn-2pn-3pn-4pn-lofthouse-gia-re-hon-thi-truong-100-200tr-pr43687461,107 m²,,,"16,5 tỷ",,"Bán nội thất cao cấp từ CĐT: Máy lạnh, tủ lạnh âm tường, máy giặt, bếp từ, máy hút mùi, full tủ bếp, tủ quần áo, thiết bị vệ sinh.",,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quang-co-phuong-hiep-thanh-3/ban-moi-4-3x15m-nguyen-anh-thu-q-12-dep-1-tret-3-lau-gia-6-2-ty-pr44321588,63 m²,Đông,Đông,"6,2 tỷ","4,3 m","Nội thất cao cấp: Tủ bếp gỗ tự nhiên, cửa nhôm Xingfa, tay vịn kính cường lực, thiết bị vệ sinh Inax.",Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,4 tầng,8 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-cu-1-phuong-1-15/chinh-chu-ban-tien-87-p1-q5-4-4x45m-183-6m2-tret-2-lau-pr42506856,"183,6 m²",,,33 tỷ,"4,4 m",,,,,3 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-co-thach-phuong-an-khanh-prj-the-river-thu-thiem/doc-quyen-ban-1pn-full-nt-view-song-cau-bason-ngam-phao-bong-11-5-ty-san-de-xem-nha-pr44233786,64 m²,,,"11,5 tỷ",,Full NT,,1 phòng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-phong-phu-4-prj-sai-gon-intela/-saigon-gia-t-50m2-1ty770-55m2-1ty900-78m2-2ty390-pr43730374,55 m²,Bắc,Nam,"1,95 tỷ",,Đầy đủ,Đang chờ sổ,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-galleria-residence/em-nam-full-ro-hang-1pn-12-5ty-2pn-18ty-3pn-21-2ty-4pn-61-2ty-penthouse-loft-duplex-pr44296853,50 m²,,,"12,5 tỷ",,,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-vong-cung-phuong-an-khanh-prj-the-galleria-residence/hang-limited-chua-qua-su-dung-1pn-goc-tang-cao-view-song-thoang-mat-pr44319616,50 m²,,,"12,5 tỷ",,Full NT.,Sổ đỏ/ Sổ hồng,1 phòng,,,
